@relation bank_marketing_no

@attribute age {20-below,21-30s,40s,50s,60-70s,71-above}
@attribute job {student,management,services,blue-collar,technician,admin.,housemaid,entrepreneur,unemployed,self-employed,unknown,retired}
@attribute marital {single,married,divorced}
@attribute education {primary,unknown,tertiary,secondary}
@attribute default_credit {no,yes}
@attribute balance {zero,10k-40k,1k-2k,3k-4k,50k-above,5k-9k,below-1k,negative}
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute call_duration {100-500s,100s-below,500-1k,1k-above}
@attribute past_marketing {failure,unknown,other,success}

@data
21-30s,admin.,married,primary,no,zero,yes,yes,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,yes,zero,no,yes,100-500s,unknown
21-30s,admin.,divorced,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,unknown,no,zero,no,no,100-500s,unknown
21-30s,technician,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,zero,yes,no,100s-below,unknown
21-30s,blue-collar,married,primary,yes,zero,yes,yes,100s-below,unknown
21-30s,services,married,secondary,no,zero,yes,yes,100s-below,unknown
21-30s,management,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,no,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,no,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,yes,yes,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,housemaid,married,tertiary,no,zero,no,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100s-below,unknown
21-30s,services,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,self-employed,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,entrepreneur,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,blue-collar,married,primary,no,zero,no,no,100s-below,unknown
21-30s,student,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,self-employed,married,tertiary,no,zero,no,no,500-1k,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,500-1k,unknown
21-30s,blue-collar,married,primary,no,zero,no,no,500-1k,unknown
21-30s,unemployed,single,tertiary,no,zero,yes,yes,500-1k,unknown
21-30s,services,single,secondary,no,zero,yes,no,500-1k,unknown
21-30s,management,married,tertiary,no,zero,no,no,500-1k,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,500-1k,unknown
21-30s,technician,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,single,primary,no,zero,yes,yes,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,yes,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,self-employed,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,housemaid,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,single,primary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,unemployed,divorced,secondary,no,zero,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,housemaid,married,primary,no,zero,no,yes,100-500s,unknown
21-30s,blue-collar,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,zero,no,yes,100-500s,unknown
21-30s,entrepreneur,married,secondary,no,zero,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,housemaid,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,housemaid,married,unknown,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,no,yes,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,unemployed,divorced,primary,no,zero,no,no,100-500s,unknown
21-30s,entrepreneur,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,single,primary,no,zero,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,yes,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,self-employed,married,tertiary,no,zero,no,yes,100-500s,unknown
21-30s,management,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,self-employed,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,zero,no,no,100-500s,unknown
21-30s,housemaid,single,primary,no,zero,no,yes,100-500s,unknown
21-30s,entrepreneur,married,secondary,yes,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,yes,zero,no,no,100-500s,unknown
21-30s,self-employed,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,self-employed,married,primary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,divorced,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,yes,yes,100s-below,unknown
21-30s,housemaid,married,primary,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,no,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,yes,yes,100s-below,unknown
21-30s,management,single,tertiary,no,zero,yes,no,100s-below,unknown
21-30s,management,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,technician,married,secondary,no,zero,no,no,100s-below,unknown
21-30s,technician,married,secondary,no,zero,no,no,100s-below,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100s-below,unknown
21-30s,management,divorced,tertiary,no,zero,no,no,100s-below,unknown
21-30s,services,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,yes,yes,100s-below,unknown
21-30s,technician,married,primary,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,no,no,100s-below,unknown
21-30s,blue-collar,married,secondary,no,zero,no,yes,100s-below,unknown
21-30s,technician,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,technician,married,tertiary,no,zero,no,no,100s-below,unknown
21-30s,technician,married,secondary,no,zero,no,no,100s-below,unknown
21-30s,services,married,unknown,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,yes,no,100s-below,unknown
21-30s,blue-collar,married,primary,no,zero,yes,yes,100s-below,unknown
21-30s,blue-collar,married,primary,no,zero,no,no,100s-below,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,technician,single,secondary,no,zero,no,no,100s-below,unknown
21-30s,management,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,management,single,tertiary,no,zero,no,no,100s-below,unknown
21-30s,admin.,single,secondary,no,zero,yes,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,no,no,100s-below,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100s-below,unknown
21-30s,management,married,tertiary,no,zero,yes,no,1k-above,unknown
21-30s,management,divorced,tertiary,no,zero,yes,no,500-1k,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,500-1k,unknown
21-30s,management,married,secondary,no,zero,yes,no,500-1k,unknown
21-30s,technician,married,secondary,no,zero,no,no,500-1k,unknown
21-30s,unemployed,single,secondary,no,zero,no,no,500-1k,unknown
21-30s,management,single,tertiary,no,zero,no,no,500-1k,unknown
21-30s,management,married,tertiary,no,zero,yes,yes,500-1k,unknown
21-30s,housemaid,married,secondary,no,zero,no,yes,500-1k,unknown
21-30s,entrepreneur,divorced,tertiary,no,zero,no,no,500-1k,unknown
21-30s,management,single,secondary,no,zero,no,no,500-1k,unknown
21-30s,admin.,single,secondary,no,zero,no,no,500-1k,unknown
21-30s,technician,married,unknown,no,zero,yes,no,500-1k,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,yes,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,housemaid,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,self-employed,married,tertiary,yes,zero,yes,yes,100-500s,unknown
21-30s,admin.,married,tertiary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,entrepreneur,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,housemaid,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,self-employed,married,secondary,yes,zero,no,yes,100-500s,unknown
21-30s,admin.,divorced,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,housemaid,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,unemployed,divorced,primary,no,zero,no,no,100-500s,unknown
21-30s,unemployed,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,unemployed,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,self-employed,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,divorced,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,single,secondary,no,zero,no,yes,100-500s,unknown
21-30s,management,married,primary,no,zero,yes,yes,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,technician,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,no,yes,100-500s,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,divorced,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,no,yes,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,divorced,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,technician,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,admin.,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,services,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,unknown,married,unknown,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,yes,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,admin.,divorced,tertiary,no,zero,yes,yes,100-500s,unknown
21-30s,housemaid,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,technician,single,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,services,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,student,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,entrepreneur,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,married,primary,no,zero,yes,no,100-500s,unknown
21-30s,services,single,secondary,no,zero,no,no,100-500s,unknown
21-30s,admin.,divorced,secondary,yes,zero,no,yes,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,no,no,100-500s,unknown
21-30s,blue-collar,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,student,single,unknown,no,zero,no,no,100-500s,unknown
21-30s,technician,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,admin.,married,secondary,no,zero,no,no,100-500s,unknown
21-30s,entrepreneur,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,self-employed,married,tertiary,no,zero,no,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,management,single,tertiary,no,zero,yes,no,100-500s,unknown
21-30s,blue-collar,single,secondary,no,zero,yes,no,100-500s,unknown
21-30s,technician,married,unknown,no,zero,yes,no,100-500s,unknown
21-30s,admin.,married,secondary,yes,zero,no,yes,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,yes,100-500s,unknown
21-30s,services,divorced,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,technician,married,secondary,no,zero,yes,yes,100-500s,unknown
21-30s,management,married,tertiary,no,zero,no,no,100s-below,unknown
